6405,"Maštalíř, Jaroslav","Trio Concertante, Op. 35, No. 1",Praha: J. Mastalir c1985,"cl, hrn-bsst, pno",score (30 pp.),bound with Intermezzo Concertante.,ICA,4769,10:00,,,,,Trio,,Trios
6406,"Maugüé, J. M. L. (Jules Marie Laure)",Bucolique,Paris: Costallat c1929 by Lucien de Lacour,"cl, pno","score (10 pp.), part",Ed. Lucien de Lacoursecond copy donated by Edwin C. Gardner JR.GF,ICA,5018,,,,,,,,
6407,"Mayr, Giovanni Simone",12 Bagatelle a 3,Basel: Kneusslin c1971,"fl, cl, bsn",3 parts,Ed. Fritz Kneusslin,ICA,4293,,,,,,,,
6408,"Mazellier, Jules",Fantaisie-Ballet (1936),Cincinnati: Albert J. Andraud,"cl, pno","score (12 pp.), 2 parts","Signed by Daniel Bonade, does not circulate. Second copy donated by Edwin C. Gardner, Jr.MP",ICA,5025,,,,,,,,
6409,McMeiden,Klarinet Kuartet,McMeiden,"cl, vln(2), vla, vcl",score (8 pp.),1997 ICA Composition Contest entry.,ICA,5927,,,,,,,,ICA Composition Contest
6410,"McNair, Jonathan B.",Huckleberry Finn in the Museum of Art,J. B. McNair c1988,"cl, pno","score (20 pp.), part","1996 ICA Composition Contest entry, cassette available.",ICA,5856,,,,,,,,ICA Composition ContestRecording Available
6411,"McQuilkin, Terry","Suite for Clarinet, Violin and Piano",T. McQuilkin c1993,"cl, vln, pno",score,"1994 ICA Composition Contest entry, cassette available.",ICA,2363,,,,,,,,Recording AvailableICA Composition Contest
6412,"Maderich II, Robert J.",The Silkie,Butchers Son Music,"picc, fl, hrn-eng, cl, hrn, bsn, drum-hand, cymbal-finger","score (21 pp.), 9 parts",,ICA,5762,,,,,,Octet,,Octets
6413,"Maderich II, Robert J.",Songs about Food,Butchers Son Music c1995,"voice-sop, cl, pno","score (12 pp.), part",,ICA,5761,,,,,,,,
6414,"Magnani, Aurelio",2eme Divertissement,Evette & Schaeffer,"cl, pno",part,,ICA,5126,,,,,,,,
6415,"Mahler, Gustav",Serenade for Voice and Wind Instruments,Ireland: Boethius Press,"voice, cl-a(2), hrn(2), bsn, pno","score (7 pp.), 5 parts",,ICA,5502,,,,,,Septet,,Septets
6416,"Mahon, John",Clarinet Concerto No. 2,ms copy [nd],"cl, vln(2), vla, vcl",score (37 pp.),,ICA,5363,,,,,,,,
6417,"Manen, Christian",Quatre Paysages Italiens (d'apres des tableaux de Sveltana C. Manen),Paris: Choudens c1972,"cl, pno","score (16 pp.), part",,ICA,4977,,,,,,,,
6418,"Mann, J. G. H.","Concert (C Moll), Op. 90",Hamburg: Max Leichssenrig c[nd],"cl, pno","score (21 pp.), part","2 copiesThird copy donated by Edwin C. Gardner, Jr.MP",ICA,5526,,,,,,,,
6419,"Mansui, Charles","Duo pour Piano et Clarinette en B, Op. 25",Paris: Bochsa,"cl, pno","score (19 pp.), part",,ICA,5474,,,,,,,,
6420,"Maquet, H.",Gracieux Murmures,Paris: E. Gaudet,"cl, orch",cl part,,ICA,5096,,,,,,,,Orchestra
6421,"Martelli, Henri","Préambule et Scherzo, Op. 60",Paris: Billaudot c1945 by Lucien de Lacour,"cl, pno","score (14 pp.), part","Second copy donated by Edwin C. Gardner, Jr.MP",ICA,5016,,,,,,,,
6422,"Marteau, Henri","Quintette, Op. 13",Strassburg: Suddeutscher,"cl-a, vln(2), vla, vcl",5 parts,,ICA,5234,,,,,,Quintet,,Quintets
6423,"Marteau, Henri","Serenade, Op. 20",Leipzig: Steingraber c1922,"fl(2), ob(2), cl(2), cl-bs, bsn(2)","score (31 pp.), 9 parts",,ICA,5258,,,,,,,Y,
6424,"Martelli, Henri","Trio for Oboe, Clarinet, and Bassoon",Paris: Lucien De Lacour c1947,"ob, cl, bsn","score (26 pp.), 3 parts",,ICA,5565,,,,,,Trio,,Trios
6425,"Martin, Philip",Six Dances,London: Boosey & Hawkes c1980,"cl, pno","score (14 pp.), part",2 copies. second copy donated by Jeff Snavelyf,ICA,4837,,,,,,,,
6426,"Martinez, Miguel",Recuerdos de España,Rome: Ciuffa Editore,"cl, pno","score (11 pp.), part",,ICA,4548,,,,,,,,
6427,"Martino, Donald",Sonata for Clarinet and Piano,"Newton, MA: Dantalian c1979","cl, pno",score (23 pp.),second copy donated by Jeff Snavely,ICA,5798,,,,,,,,
6428,"Martinů, Bohuslav",Sérénade,Paris: Eschig c1962,"cl(2), vln, vla, vcl",4 parts,"Second copy in Sidney Forrest collection, fragile, contains multiple copies of cl part, including two hand-transcribed parts for cl 1 and 2 in bflat. GraceC",ICA,4180,,,,,,Quintet,,
6429,"Maschayeki, Alireza",Neun Expressionen (Nine Expressions),Universal Edition c1964,"cl, cl-bs",score (12 pp.),,ICA,5616,,,,,,,,
6430,"Mayeur, L. (Louis)",Caprice Polka,P. G.,"cl, pno",clarinet part only,,ICA,5135,,,,,,,,Polka
6431,"McKay, Francis H. (Francis Howard)",Summer Etching,"Oskaloosa, IA: C. L. Barnhouse c1952","cl(3), cl-bs | cl(2), cl-alt, cl-bs","score (4 pp.), 5 parts",,ICA,4333,,,,,,,,
6432,"Hite, David, ed.",Seven Grand Concert Duets,"San Antonio, TX: Southern Music Company c1995",cl(2),score,Second copy in Sidney Forrest collection. GraceC,ICA,6001,,,,97,,Duet,,Duets
6433,"Sumerlin, Macon",Shindig,"New York: Belwin, Inc. c1960","cl, pno","score, part",,ICA,6142,,,,,,,,
6434,"Labanchi, Gaetano",Studio Progressivo from Part 2 Metodo Progressivo per Clarinetto,"San Antonio, TX: Southern Music Company c2002",cl,score (100 pp.),edited & signed by Jean and David Hite 6/21/02donated by Jean & David Hite,ICA,6199,,,,,,,,Studies/Method
6435,"Balent, Andrew",Solos Sound Spectacular,"NY: Carl Fischer, Inc. c1989",cl,score (24 p.),,ICA,6221,,,,,,,,Studies/Method
6436,"La Porta, John",A Guide to Improvisation,Boston: Berklee Press Publications c1968,any-eb,score (61),"2 records, do not circulate",ICA,6282,,,,,,,,JazzStudies/Method
6437,"Mirandolle, Ludovicus",Sonatine,"Paris, France: Alphonse Leduc c1940","cl, pno","score, part",Second copy donated by Edwin C. Gardner JR.GF,ICA,6552,,,,,,,,
6438,"Périer, Auguste",Traits Difficiles,"Paris, France: Alphonse Leduc c1944",cl,score (8 pp.),"Second copy from Colantuono Scores Collection, KM. Third copy in Sidney Forrest collection, parts 1 and 2. GraceC",ICA,6558,,,,,,,,Studies/Method
6439,"Rose, Cyrille",Forty Studies,"San Antonio, TX: Southern Music Company c2000",cl,score,Revised and Edited by Jean & David Hite,ICA,6559,,,,,,,,Studies/Method
6440,"Cavallini, Ernesto",Six Grand Duets,"San Antonio, TX: Southern Music Company c2000",cl(2),score,Edited by David Hite. Donated by David Hite.,ICA,6595,,,,,,Duet,,Duets
6441,"Novák, Milan",Sonatina,Bratislava: Slovensky hudobny fond c1986,cl,"score, part",,ICA,6596,,,,,,,,
6442,"MacSems, William",Turkauschantz Park,"M.O.P. Publishing, c.1974","cl, vln, pno","score, parts",,ICA,6597,,,,,,,,
6443,"Bernardi, Paul",Ten original Jazz duets,"Hialeah, FL: Columbia Pictures Publications c1982","cl(2) | cl, tpt | cl, sax-ten",score (23 pp.),,ICA,6598,,,,,,Duet,,JazzDuets
6444,"MacSems, William","Sonata for B-flat Clarinet, Violin Cello and Piano","M.O.P. Publishing, 1974","cl, vcl, pno","score, parts",Selection includes letter to ICA Research Center from composer,ICA,6599,,,,,,,,
6445,"Wicks, Christopher","Piece for Flute, Clarinet and Piano",ms copy [nd],"fl, cl, pno",score,contest scorelost in April 2005 -- Vin! I contacted the composer via e-mail 05/16/05,ICA,6600,,,,,,,,
6446,"Maddox, David",Journey to Taxila,"David Maddox, c.2000","cl, vln(2), vla, vcl, perc(opt)",score,Selection includes a letter to ICA Composition Competition from composer and a CD Recording of the composition,ICA,6601,,,,,,,,ICA Composition ContestRecording Available
6447,"Rozé, Chris",Crisscross,ms copy [nd],"cl, vln(2), vla, vcl",score,Selection includes a CD Recording of the composition.,ICA,6602,,,,,,,,Recording Available
6448,"Hrabánek, Pavel",Enigma,ms copy [nd],"cl, vln(2), vla, vcl",score,Selection includes a recording (tape) and the composers C.V.,ICA,6603,,,,,,,,Recording Available
6449,"Mary, Mario Marcelo",La vision inaccesible (The inaccessible vision),ms copy [nd],"cl, bsn, pno","score, parts","Selection includes the composers C.V., a brief introduction to the composition and a CD Recording of the composition.",ICA,6604,,,,,,,,Recording Available
6450,"Ludwig, David",Poems from Antiquity,"Univursal Publications, c.2000","cl, vln(2), vla, vcl","score, part",Selection includes the composers C.V. The composer submitted a CD Recording of the composition.,ICA,6605,,,,,,,,Recording Available
6451,"Michelson, Helena",Contemplation,"Helena Michelson, c.1997","fl | fl-a, cl, pno","score, parts",Selection includes the composers C.V. The composer submitted a taped recording of the compostion.,ICA,6606,,,,,,,,Recording Available
6452,"Danner, Greg",Time....,ms copy [nd],"voice-sop, cl, pno","score, part",Selection includes the composers C.V. and a recording of the work (on CD).,ICA,6607,,,,,,,,Recording Available
6453,"Dobos, Kálmán",Sonata for Clarinet and Piano,ms copy [nd],"cl, pno",score,Selection includes the composers C.V. and list of compositions. The composer submitted a taped recording of the composition.,ICA,6608,,,,,,,,Recording Available
6454,"Burke, Brigid",Another Mode,"Brigid Burke, c.2001","fl, cl, pno",score,"Selection includes the composers C.V., a letter to the ICA Composition Competition and a CD Recording of the composition.",ICA,6609,,,,,,,,Recording AvailableICA Composition Contest
6455,"Haydn, Joseph",Four Trios (London Trios),"San Antonio, TX: Southern Music Co. c1958","fl, cl(2) | fl, cl, vla | vcl | bsn ","score, 5 parts","Rev. Louis Moyse. Second cl part trans. by Jerry Pierce (ms copy).3 copies, first copy Jerry Pierce, second copy from Duman collection. Third copy in Sidney Forrest collection. GraceCGF",ICA,6610,,,,,,Trio,,Trios
6456,"Gòmez, Marcelo Horacio",Clarinet Quintet with Strings,"Marcelo Horacio Gomez, c.","cl, vln(2), vla, vcl",score,includes brochure about the composercassette available,ICA,6611,,,,,,Quintet,,Quintets
6457,"Henkel, Kathy",Suite Spice,ms copy [nd],"cl, bsn, pno",score,Selection includes a letter to ICA Composition Competition from composer and a CD Recording of the composition.,ICA,6612,,,,,,,,ICA Composition ContestRecording Available
6458,"Janjgava, Nino",Emerald,ms copy [nd],"cl, bsn, pno",score,Selection includes a CD Recording of the composition.,ICA,6613,,,,,,,,Recording Available
6459,"Patterson, Robert G.",Quest for Blue,"Great River Music, c.1999","cl, hrn, pno","score, parts",The composer submitted a CD Recording of the composition.,ICA,6614,,,,,,,,Recording Available
6460,"Rohde, Kurt","Trio for Viola, Clarinet and Piano (1999)","Kurt Rohde, c.1999","vla, cl, pno",score,Selection includes a CD Recording of the composition,ICA,6615,,,,,,Trio,,Recording AvailableTrios
6461,"Koc, Marcelo",Poema Lirico Para Clarinetey Cuerdas,ms copy [nd],"cl, vln(2), vla, vcl",score,,ICA,6616,,,,,,,,
6462,"Friedman, Stanley",Tish' a b' Av,ms copy [nd],"cl, tpt-picc, pno",score,Selection includes mutiple copies of a brochure concerning the composer. The composer submitted a taped recording of the composition.,ICA,6617,,,,,,,,Recording Available
6463,"Pasquale, Nikki De",Bellaluna,ms copy [nd],"cl, vln(2), vcl, vla",score,Selection includes a CD Recording of the composition.,ICA,6618,,,,,,,,Recording Available
6464,"LyuBovsky, Leonid",Divertismento,ms copy [nd],"cl, bsn, pno, perc(opt)",score,The composer submitted a taped copy of the composition.,ICA,6619,,,,,,,,Recording Available
6465,"Tammearu, Peeter",Anaphora,ms copy [nd],"cl, tpt, pno",score,Selection includes a letter to the ICA Composition Competition from the composer. The composer submitted a taped recording of the composition.,ICA,6620,,,,,,,,Recording AvailableICA Composition Contest
6466,"Biscarini, Marco",Sampling,ms copy [nd],"cl, vln(2), vcl, vla",score,"Selection includes a brief introduction, explanation of the composition written by the composer and a CD Recording of the composition.",ICA,6621,,,,,,,,ICA Composition ContestRecording Available
6467,"Yedidia, Ronn",Black Snow,ms copy [nd],"fl, cl, pno",score,The composer submitted a taped recording of the score. Coupled w/ the composers Trio No.2.,ICA,6622,,,,,,,,Recording Available
6468,"Mackay, John","Trio for Flute, Clarinet and Piano",ms copy [nd],"fl, cl, pno",score,Selection includes a letter to the ICA Composition Competition from the composer. The composer submitted a CD Recording of the composition.,ICA,6623,,,,,,Trio,,Recording AvailableICA Composition ContestTrios
6469,"Yedidia, Ronn",Trio No.2,ms copy [nd],"fl, cl, pno",score,"The composer submitted a taped recording of the score. Coupled w/ the composer's ""Black Snow"".",ICA,6624,,,,,,Trio,,Recording AvailableTrios
6470,"Schultz IV, Louie","The Dream of Moses of the Nile, op.3",ms copy [nd],"fl, cl, pno",score,The composer submitted a taped recording of the composition.,ICA,6625,,,,,,,,Recording Available
6471,"Robbins, Scott",Awakening Autumn,"Scott Robbins, c.1997","cl, eng-hrn, pno",score,Selection includes the composers C.V.,ICA,6626,,,,,,,,
6472,"Belcastro, Luca",Ojos Azules,ms copy [nd],"fl, cl, pno",score,Selection includes the composers C.V. The composer submitted a taped recording of the composition.,ICA,6627,,,,,,,,Recording Available
6473,"Beatty, Stephen W.",Quintet for Clarinet,"Stephen W. Beatty, c.2001","cl, vln(2), vcl, vla","score, parts",Selection includes a CD Recording of the composition.,ICA,6628,,,,,,Quintet,,QuintetsRecording Available
6474,"Boggio, Paolo",Germogli di Vertro 3,ms copy [nd],"fl, cl, pno",score,Selection includes the composers C.V. The composer submitted a CD Recording of the composition.,ICA,6629,,,,,,,,Recording Available
6475,"Schlünz, Annette",How It Is ,ms copy [nd],"cl, vln(2), vcl, vla",score,Selection includes the composers C.V. The composer submitted a taped recording of the composition.,ICA,6630,,,,,,,,Recording Available
6476,"Hadjileontiadis, Leontios",Amphichrona,ms copy [nd],"fl, cl, pno",score,Selection includes the composers C.V. and a CD Recording of the composition.,ICA,6631,,,,,,,,Recording Available
6477,"Hajdú, André",Birth of a Niggun,ms copy [nd],"fl, cl, pno",score,Selection includes the composers C.V. and a CD Recording of the composition.,ICA,6632,,,,,,,,Recording Available
6478,"Grenfell, Maria",Poems of a Bright Moon,"Maria Grenfell, c.2000","fl | fl-a, cl, pno",score,Included in the selection is the composers C.V. The composer submitted a taped recording of the composition.,ICA,6633,,,,,,,,Recording Available
6479,"Torok, Alan",Sonata Op.38,ms copy [nd],"cl, bsn, pno","score, parts",Selection includes the composers C.V. The composer submitted a taped recording of the composition.,ICA,6634,,,,,,,,Recording Available
6480,"Balogh, József ",Last Century Dances,"BKLC, c.2001","cl, sax-ten, pno","score, parts",The composer submitted a taped recording of the composition.,ICA,6635,,,,,,,,Recording Available
6481,"Antunes, Jorge",Klarinettenquintett,ms copy [nd],"cl, vln(2), vcl, vla",score,The composer submitted a CD Recording of the composition.,ICA,6636,,,,,,,,Recording Available
6482,"Beleaev, Vladimir",Quintet for Clarinet and String Quartet,ms copy [nd],"cl, vln(2), vcl, vla",score,Selection includes the composers C.V. and a CD Recording of the composition.,ICA,6637,,,,,,Quintet,,QuintetsRecording Available
6483,"Alves, José Orlando",Quintet for Clarinet,ms copy [nd],"cl, vln(2), vcl, vla",score,Selection includes a CD Recording of the composition.,ICA,6638,,,,,,Quintet,,QuintetsRecording Available
6484,"Manookian, Jeff","Trio for Flute, Clarinet and Piano","Windsor Editions, c.2000","fl, cl, pno",score,The composer submitted a CD Recording of the composition.,ICA,6639,,,,,,Trio,,Recording AvailableTrios
6485,"Gach, Jay Anthony",Die Alte Stadt,ms copy [nd],"cl, vln(2), vcl, vla",score,"Selection includes a letter to ICA Composition Competition, the composers C.V. and the composer submitted a sampling of previous works, though not this one, on a CD Recording.",ICA,6640,,,,,,,,Recording AvailableICA Composition Contest
6486,"Saito, Shu","Quintet for Clarinet and Strings ""Crucifixion""",ms copy [nd],"cl, vln(2), vcl, vla","score, parts",,ICA,6641,,,,,,Quintet,,Quintets
6487,"Travassos, Alexandre Fracalanza",Satyros,ms copy [nd],"cl, vln(2), vcl, vla",score,The composer submitted a taped recording of the composition.,ICA,6642,,,,,,,,Recording Available
6488,"Muskal, Tamar",Countdown,ms copy [nd],"cl, vla, pno",score,Selection includes a CD Recording of the composition.,ICA,6643,,,,,,,,Recording Available
6489,"Dumitriu, Leonard","Prelude, Canon and Fugue for Flute, Clarinet and Piano",ms copy [nd],"fl, cl, pno",score,The composer submitted a taped recording of the composition.,ICA,6644,,,,,,,,Recording Available
6490,"Potes, Alba L.",Tres Minaturas Para Las Mariposas Ausentes,"Alba L. Potes, c.1998","cl, bsn, pno",score ,The composer submitted a taped recording of the composition.,ICA,6645,,,,,,,,Recording Available
6491,"Levy, Maxim",Concertino for Clarinet and String Quartet,ms copy [nd],"cl, vln(2), vcl, vla","score, parts",The composer submitted a CD Recording of the composition.,ICA,6646,,,,,,Quintet,,Recording AvailableQuintets
6492,"Zaretsky, Inessa",Quintet for Clarinet and Strings,ms copy [nd],"cl, vln(2), vcl, vla",score,Selection includes a CD Recording of the composition.,ICA,6647,,,,,,Quintet,,QuintetsRecording Available
6493,"Olofsson, Kent",Rites de Passage,ms copy [nd],"cl-bs, vln(2), vcl, vla",score,The composer submitted a CD Recording of the composition.,ICA,6648,,,,,,,,Recording Available
6494,"Edelson, Israel",In Every Generation...,ms copy [nd],"cl-bs, vln(2), vcl, vla",score,Selection includes a CD Recording of the composition,ICA,6649,,,,,,,,Recording Available
6495,"Geminiani, Paolo",Estrapolazioni,ms copy [nd],"cl, vln(2), vcl, vla","score, parts",Selection includes the composers C.V. The composer submitted a CD Recording.,ICA,6650,,,,,,,,Recording Available
6496,"Moerk, Alice A.",Modalities,ms copy [nd],"cl, hrn, pno",score,The composer submitted a taped recording of the composition.,ICA,6651,,,,,,,,Recording Available
6497,"Bastien, Roland",Les arbres en fleurs,ms copy [nd],"ob, cl, pno",score,Selection includes the composers C.V.,ICA,6652,,,,,,,,
6498,"Tóth, Armand","Trio per clarinetto, fagotto e pianoforte",ms copy [nd],"cl, bsn, pno","score, parts",Selection includes the composers C.V. The composer submitted a CD recording of the composition.,ICA,6653,,,,,,Trio,,Recording AvailableTrios
6499,"Starrett, Alan",Where We At?,ms copy [nd],"cl-a, vln(2), vcl, vla","score, parts",The composer submitted a taped recording of the composition.,ICA,6654,,,,,,,,Recording Available
6500,"Archer, Esther",Tangoled,ms copy [nd],"cl, tpt, pno",score,The composer submitted a taped recording of the composition.,ICA,6655,,,,,,,,Recording Available
6501,"Feigin, Sarah",Clarinet Concerto #1,"Sarah Feigin, c.2000","cl, vln(2), vcl, vla",score,Quartet Orchestration by Sharon Farber. The composer submitted a CD Recording.,ICA,6656,,,,,,,,Recording Available
6502,"Kolm, Jonathan","Trio for Clarinet, Bassoon, and Piano",ms copy [nd],"cl-a, bsn, pno",score ,The composer submitted a taped recording of the composition.,ICA,6657,,,,,,Trio,,Recording AvailableTrios
6503,"Laufer, Kenneth","Double Concerto for Flute, Clarinet and Orchestra","Kenneth Laufer, c.1998","fl, cl, pno | orch",score,Selection includes a letter from the composer to the ICA Composition Competition. The composer submitted a taped recording of the composition.,ICA,6658,,,,,,,,Recording AvailableICA Composition ContestOrchestra
6504,"Schnyder, Daniel",Zoom In,"D. Schnyder, c.2001","cl, vln(2), vcl, vla, perc(opt)",score,Composer submitted a taped recording of the composition.,ICA,6659,,,,,,,,Recording Available
6505,"Melikyan, Hrachik","Six Bagatelles for Clarinet in B-flat, Bassoon and Piano","Yerevan, c.2001","cl, bsn, pno",score ,,ICA,6660,,,,,,,,
6506,"Natalini, Giovanna","Trio for Flute, Clarinet and Piano",ms copy [nd],"fl, cl, pno","score, parts",Selection includes the composers C.V. and a CD Recording of the composition.,ICA,6661,,,,,,Trio,,Recording AvailableTrios
6507,"Selga, Solveiga","Three Pieces for Clarinet, Flute and Piano",ms copy [nd],"fl, cl, pno",score,,ICA,6662,,,,,,,,
6508,"Sangieva, Larisa",Creepers Stems,ms copy [nd],"fl, cl, pno",score,,ICA,6663,,,,,,,,
6509,"Behrens, Jack",Quietude ,ms copy [nd],"cl, bsn, pno",score ,Selection includes the composers C.V. The composer submitted a CD Recording of the composition.,ICA,6664,,,,,,,,Recording Available
6510,"Higdon, Jennifer",Celestial Hymns,"Jennifer Higdon, c.2000","cl, vln, vla, vcl, pno",score,Selection includes the composers C.V. and a CD recording of the composition.,ICA,6665,,,,,,,,Recording Available
6511,"Pinkston, Dan",Concertino for Clarinet ,ms copy [nd],"cl, vln(2), vcl, vla",score,The composer submitted a CD Recording of the composition.,ICA,6666,,,,,,,,Recording Available
6512,"Avrahami, Gad",Trio No.2,ms copy [nd],"fl, cl | cl-bs, pno",score,The composer submitted a CD Recording of the composition.,ICA,6667,,,,,,Trio,,Recording AvailableTrios
6513,"Charles, Jean-Francois",Nigritella Nigra,ms copy [nd],"cl, vln(2), vcl, vla",score,The composer submitted a taped recording of the composition.,ICA,6668,,,,,,,,Recording Available
6514,"Newsome, Padma",St. Vitus Dance....All Fall Down,"Padma Newsome, c.1998","cl, vln(2), vcl, vla",score,Selection includes a CD recording of the composition,ICA,6669,,,,,,,,Recording Available
6515,"Bissell, Paul",The Three Hoaxes,ms copy [nd],"cl, vln(2), vcl, vla",score,Selection includes a CD Recording,ICA,6670,,,,,,,,Recording Available
6516,"Runchak, Volodymyr",Three Lilies...Music for the Passing Century,ms copy [nd],"fl, cl-bs, pno",score,The composer submitted a taped recording of the composition.,ICA,6671,,,,,,,,Recording Available
6517,"Gifford, Keith",The Intrusion,ms copy [nd],"cl, vln(2), vcl, vla",score,Selection includes the composers C.V. The composer submitted a taped recording of the score.,ICA,6672,,,,,,,,Recording Available
6518,"Balkom, Joost van",Trine,ms copy [nd],"fl, cl-a, pno","score, parts",,ICA,6673,,,,,,,,
6519,"Carpenter, Keith A.",Tracer,"Keith A. Carpenter, c.1999","cl, hrn, pno","score, parts",Selection includes the composers C.V. The composer submitted a taped recording of the composition.,ICA,6674,,,,,,,,Recording Available
6520,"Julstrom, Clifford A.","Fantasy for Solo Clarinet, String Quartet and Piano","Julstrom Enterprises, c.1995","cl, vln(2), vcl, vla, pno","score, parts",Selection includes a brochure pertaining to the composer. The composer submitted a taped recording of the composition.,ICA,6675,,,,,,Sextet,,SextetsRecording Available
6521,"Blumenfeld, Aaron",Trio Sonata (1986),ms copy [nd],"cl, hrn, pno","score, parts",Selection includes the composers C.V. The composer submitted a taped recording of the score.,ICA,6676,,,,,,Trio,,Recording AvailableTrios
6522,"Stock, David",Anasazi Moonlight,"David Stock, c.2001","cl, bsn, pno",score ,Selection includes the CD Recording of the composition.,ICA,6677,,,,,,,,Recording Available
6523,"Pitombeira, Liduino",Japan,"Liduino Pitombeira, c.2000","cl, bsn, pno",score ,Selection includes a CD Recording of the composition.,ICA,6678,,,,,,,,Recording Available
6524,"Gerber, Steven R.",Spirituals,"Steven R. Gerber, c.2000","cl, vln(2), vcl, vla",score,"Selction includes a handsome brochure pertaining to the composer. Second copy in Sidney Forrest collection, contains note from composer. GraceC",ICA,6679,18:00,,,,,Quintet,,
6525,"Gozzelino, Federico ",Clarinet Trio for Two Clarinets and Piano,ms copy [nd],"cl, pno","score, part","The Composer submitted a veritable multitude of CDs featuring his music and compositions. Regretably, none of them contain this particular work.",ICA,6680,,,,,,Trio,,Recording AvailableTrios
6526,"O'Dette, David","Trio for Clarinet, Horn and Piano","David O'Dette, c.1998","cl, hrn, pno",score,The composer submitted a taped recording of the composition.,ICA,6681,,,,,,Trio,,Recording AvailableTrios
6527,"Runchak, Volodymyr",Sound Games,ms copy [nd],"cl, vln(2), vcl, vla",score,,ICA,6682,,,,,,,,
6528,"Lyozin, Dmitry",Atmosphere,ms copy [nd],"cl, vln(2), vcl, vla",score,,ICA,6683,,,,,,,,
6529,"Joplin, Scott and Charles Johnson",Five Classic Rags,"c1994 Trillenium Music Co., Inc","fl, ob, cl, bsn",score ,"recv'd 4/24/00, 00-153-ICA, Trans. by Earl North",ICA,6684,,,,,,,,
6530,"García, Orlando Jacinto",Tres,c1995 Orlando Jacinto Garcia,"voice-sop, cl, pno",score (29 pp.),Dur: 15:00text by Orlando Jacinto Garciacassette available,ICA,6685,,,,,,,,
6531,"Ames, Roger",Four Movements,c1995 Roger Ames,"cl, voice-sop, pno","score (32 pp.), part",text by a mental health patient who has chosen to remain anonymouscassette available,ICA,6686,,,,,,,,
6532,"Simon, Mark G.",Ode on a Grecian Urn,c1994 Mark G. Simon,"voice-sop, cl, pno",score (33 pp.),text by John Keatscassette available,ICA,6687,,,,,,,,
6533,"Berman, Harold",Journey Through Night (Songs of the Holocaust),c1998 Harold Berman,"voice-sop, cl, pno",score (47 pp.),"text by G. Stendig-Lindberg, Michael Koenig, Clarie H. Leefsma, and inscriptions on the walls of a cellar in Cologne, Germany, where Jews hid from the Naziscassette available",ICA,6688,,,,,,,,
6534,"McManus, Jim",Satori Seeekers,c1997 Jim McManus,"voice-sop, cl, pno",score (17 pp.),"Dur: 5:30text by Kakua, 12th c.cassette available",ICA,6689,,,,,,,,
6535,"Aberdam, Eliane",Balshemtov,c1995 Eliane Aberdam,"voice-sop, cl, pno",score (16 pp.),Dur: 8:00cassette available,ICA,6690,,,,,,,,
6536,"LeSiege, Annette",Give Me Away,c1998 Annette LeSeige,"voice-sop, cl, pno",score (11 pp.),text by Merrit Malloycassette available,ICA,6691,,,,,,,,
6537,"Bohlen, Donald",Songs and Doubles,c1997 Donald Bohlen,"voice-sop, cl, pno",score (54 pp.),"text by Joanne Schweik, Emily Bronte, Emily Dickinsoncassette available",ICA,6692,,,,,,,,
6538,"Martinez, Joan Carles",Four Poems,c[nd],"voice-mez-sop, cl-bs, pno",score (14 pp.),"text by Xavier Lloveras, Albert Roigcassette available",ICA,6693,,,,,,,,
6539,"Leyden, Ana Mihajlovic van",Their Silence,c1997 Ana Mihajlovic can Leyden,"voice-mez-sop, cl, pno, ",score (17 pp.),text E. E. Cummingscassette available,ICA,6694,,,,,,,,
6540,"Carey, Julia Scott","Saturday, February 12, 1944",c1998 Julia Scott Carey,"voice, cl, pno",score (7 pp.),text by Anne Frankcassette available,ICA,6695,,,,,,,,
6541,"Henning, John C.M.",Merriggio,c1997 John C.M. Henning,"cl, voice-mez-sop, pno","score (120 pp.), 2 parts",text by Eugenio Montalecassette available,ICA,6696,,,,,,,,
6542,"Fjellheim, Alan",Confabulations,c1997 Alan Fjellheim,"cl, pno","score (17 pp.), part",Dur: 9:25cassette available,ICA,6697,,,,,,,,
6543,"Hetz, Matthew Lawrence",Sonata for Clarinet and Piano,c[nd],"cl, pno","score (26 pp.), part",Dur: approx. 15:00cassette available,ICA,6698,,,,,,,,
6544,"Homs, Joaquín",Ocells Perduts,c1978 Joaqium Homs,"voice-sop, cl, pno",score (18 pp.),text by Rabindranath Tagorecassette available,ICA,6699,,,,,,,,
6545,"Gottlieb, Jack",Downtown Blues for Uptown Halls,"New York, NY: Theophilous Music, Inc., c1980","voice-sop, cl, pno",score (18 pp.),text by Jack Gottliebcassette available,ICA,6700,,,,,,,,
6546,"Gottlieb, Jack",Letting Go,"New York, NY: Theophilous Music, Inc., c1998","sax-sop, keyboard","score (7 pp.), part",,ICA,6701,,,,,,,,
6547,"Beeman, John",Blues in B Flat...,c1996 John Beeman,"cl, pno, bass","score (14 pp.), part",Dur: 4:12cassette available,ICA,6702,,,,,,,,
6548,"Bender, Joanne",Voices,"Ontario, Cananda: Waterloo Music Co. c1998","voice-sop, cl, pno","score (8 pp.), part",cassette available,ICA,6703,,,,,,,,
6549,"Hope, Ciaran J.",An Gort Mhor - The Great Famine,c1998 Ciaran Hope,"voice-sop, cl, pno",score (16 pp.),cassette available,ICA,6704,,,,,,,,
